label,message,cleaned,prediction
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok tell stay yeah tough optimist thing improv month,0
ham,* Am on my way,way,0
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,next month get upto call ur standard network charg activ call c wire net st term pobox uz cost min mobcudb,1
ham,Do you know when the result.,know result,0
ham,New car and house for my parents.:)i have only new job in hand:),new car hous parent new job hand,0
ham,Thanx...,thanx,0
ham,Like a personal sized or what,like person size,0
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p,1
ham,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright way meet sooner,0
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday buy meal gravi mark,0
ham,"A few people are at the game, I'm at the mall with iouri and kaila",peopl game mall iouri kaila,0
ham,Are you this much buzy,much buzi,0
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,0
ham,I'm serious. You are in the money base,serious money base,0
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free,1
ham,"Nah I don't think he goes to usf, he lives around here though",nah think goe usf live around though,0
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobil award bonus caller prize nd attempt contact call box qu,1
ham,Fine i miss you very much.,fine miss much,0
ham,So when do you wanna gym harri,wanna gym harri,0
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino get oh,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p,1
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",probabl come everybodi done around lt gt right,0
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk r e teacher said make face look longer darren ask cut short,0
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail mail varma kept copi regard membership take care insha allah,0
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,0
ham,Dai what this da.. Can i send my resume to this id.,dai da send resum id,0
ham,"Thank you. And by the way, I just lost.",thank way lost,0
ham,I called but no one pick up e phone. I ask both of them already they said ok.,call one pick e phone ask alreadi said ok,0
ham,Dunno he jus say go lido. Same time 930.,dunno jus say go lido time,0
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want go yoga call book,0
ham,Oh for fuck's sake she's in like tallahassee,oh fuck sake like tallahasse,0
ham,K k :-):-) then watch some films.,k k watch film,0
ham,I just lov this line: \Hurt me with the truth,lov line hurt truth,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent tri contact u today draw show prize guarante call land line claim valid hrs,1
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drink pa need srs model pls send mail id pa,0
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come mahal bus stop lt decim gt,0
ham,How do you plan to manage that,plan manag,0
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg messag center wait appli futur http career bloomberg com,1
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,call tell u call claim prize u enter ur mobil person detail prompt care,1
ham,When did dad get back.,dad get back,0
ham,"IÛ÷ll leave around four, ok?",leav around four ok,0
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come slave go shell unconsci avoid make unhappi,0
ham,How come she can get it? Should b quite diff to guess rite...,come get b quit diff guess rite,0
ham,I will come to ur home now,come ur home,0
ham,Did u got that persons story,u got person stori,0
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw,1
ham,Okay... I booked all already... Including the one at bugis.,okay book alreadi includ one bugi,0
ham,Am only searching for good dual sim mobile pa.,search good dual sim mobil pa,0
ham,Oh god i am happy to see your message after 3 days,oh god happi see messag day,0
ham,He also knows about lunch menu only da. . I know,also know lunch menu da know,0
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ur face test lt gt select number tell ur face astrolog wait quick repli,0
ham,Whens your radio show?,when radio show,0
ham,R Ì_ going 4 today's meeting?,r go today meet,0
ham,I will reach ur home in  &lt;#&gt;  minutes,reach ur home lt gt minut,0
ham,How are you. Its been ages. How's abj,age abj,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yrs,1
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send messag,0
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",hey u fanci meetin cha hav lil beverag txt ring meet l r quit tire got v pist love pete x x x,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gonna snow start around pm tonit predict inch accumul,0
ham,Ok... Ur typical reply...,ok ur typic repli,1
ham,"Ya, told..she was asking wats matter?",ya told ask wat matter,0
ham,Neshanth..tel me who r u?,neshanth tel r u,0
ham,Asking do u knw them or nt? May be ur frnds or classmates?,ask u knw nt may ur frnds classmat,0
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,might come kerala day prepar take leav finalis dont plan travel visit need finish urgent work,0
ham,PICK UR FONE UP NOW U DUMB?,pick ur fone u dumb,0
ham,Do you want bold 2 or bb torch,want bold bb torch,0
ham,Where do you need to go to get it?,need go get,0
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,dear mood cant drive brother drive,0
ham,How r Ì_ going to send it to me?,r go send,0
ham,Ew are you one of them?,ew one,0
ham,I think if he rule tamilnadu..then its very tough for our people.,think rule tamilnadu tough peopl,0
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,u come back dinner rite dad ask confirm wif u,0
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requir fresher voic process excel english need salari upto lt gt call ms suman lt gt telephon interview via indyarock com,0
ham,And whenever you and i see we can still hook up too.,whenev see still hook,0
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,x cours yrs messag messeng lik r send,0
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi ibh custom loyalti offer new nokia mobil txtauction txt word start get,1
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,1
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",also da feel yesterday night wait til day night dear,0
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",eatin lor goin back work soon e mountain deer show huh watch b liao nice,0
ham,S..antha num corrct dane,antha num corrct dane,0
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",think wait bus inform get ever get,0
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tund wish great day abiola,0
ham,Are you sure you don't mean \get here,sure mean get,0
ham,K:)k..its good:)when are you going?,k k good go,0
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigr someth ok mayb bit hope,0
ham,Goin to workout lor... Muz lose e fats... ,goin workout lor muz lose e fat,0
ham,Lol great now im getting hungry.,lol great im get hungri,0
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday monday feel even go dentist hour,0
ham,Probably earlier than that if the station's where I think it is,probabl earlier station think,0
ham,And he's apparently bffs with carly quick now,appar bffs car quick,0
ham,He remains a bro amongst bros,remain bro amongst bros,0
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wonder forgot take care someth grandma today done parad,0
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pls favour pls convey birthday wish nimya pls today birthday,0
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon,0
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr see messag r u leav congrat dear school wat r ur plan,0
ham,Can you say what happen,say happen,0
ham,Why you Dint come with us.,dint come us,0
ham,Also remember to get dobby's bowl from your car,also rememb get dobbi bowl car,0
ham,HAPPY NEW YEAR MY NO.1 MAN,happi new year man,0
ham,Just sleeping..and surfing,sleep surf,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got say up order gram got lt gt get,0
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,hey mate how u honey u ave good holiday gimmi de goss x,0
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazi ar marri like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,0
ham,In e msg jus now. U said thanks for gift.,e msg jus u said thank gift,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm love wake word morn miss love hope day goe well happi wait us togeth,0
ham,"Yeah probably, I still gotta check out with leo",yeah probabl still gotta check leo,0
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one rington get text cost pound offer tone etc,1
ham,Aight should I just plan to come up later tonight?,aight plan come later tonight,0
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah leav hour least sound,0
ham,As usual u can call me ard 10 smth.,usual u call ard smth,0
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,pleas call custom servic repres freephon pm guarante cash prize,1
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romant pari night flight book next year call ts cs appli,1
ham,645,,0
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz havent woke bit blur blur dad went liao cant cum oso,0
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week april les got rudi new yrs eve snore drunk u bak colleg yet work send ink bath,0
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg,1
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple night excel locat wif breakfast hamper,0
ham,U coming 2 pick me?,u come pick,0
ham,Now got tv 2 watch meh? U no work today?,got tv watch meh u work today,0
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,aiyo cos sms neva repli wait repli lar tot havent finish ur lab wat,0
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gain lt gt kg sinc took second done blood sugar test ok blood pressur within normal limit worri,0
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escap fanci bridg need lager see tomo,0
ham,Short But Cute: \Be a good person,short cute good person,0
ham,From 5 to 2 only my work timing.,work time,0
ham,What he said is not the matter. My mind saying some other matter is there.,said matter mind say matter,0
ham,"Sorry, I'll call later",sorri call later,0
ham,Why don't you wait 'til at least wednesday to see if you get your .,wait til least wednesday see get,0
ham,"I guess you could be as good an excuse as any, lol.",guess could good excus lol,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girl alway safe selfish know got pa thank good night,0
ham,How much r Ì_ willing to pay?,much r will pay,0
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt x,1
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor,0
ham,Remember on that day..,rememb day,0
ham,Dear how you. Are you ok?,dear ok,0
ham,If u dun drive then how i go 2 sch.,u dun drive go sch,0
ham,Tell me pa. How is pain de.,tell pa pain de,0
ham,Wat time Ì_ finish?,wat time finish,0
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha soryda reali frm heart sori,0
ham,Check wid corect speling i.e. Sarcasm,check wid corect spele e sarcasm,0
ham,Sac will score big hundred.he is set batsman:-),sac score big hundr set batsman,0
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrat treat pend mail day mail thru respect mother home check mail,0
ham,Heehee that was so funny tho,heehe funni tho,0
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p,1
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,dont make ne plan nxt wknd coz want us come ok,0
ham,Its just the effect of irritation. Just ignore it,effect irrit ignor,0
ham,Cause I'm not freaky lol,caus freaki lol,0
ham,I cant wait to see you! How were the photos were useful? :),cant wait see photo use,0
ham,Tiwary to rcb.battle between bang and kochi.,tiwari rcb battl bang kochi,0
ham,2 laptop... I noe infra but too slow lar... I wan fast one,laptop noe infra slow lar wan fast one,0
ham,Yup... From what i remb... I think should be can book... ,yup remb think book,0
ham,Ok i shall talk to him,ok shall talk,0
ham,Id onluy matters when getting on from offcampus,id onluy matter get offcampus,0
ham,Ard 4 lor...,ard lor,0
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",k make sens btw carlo difficult guy gonna smoke go pick second batch get gas,0
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",love night wake see messag hope smile know great morn,0
ham,ÌÏ takin linear algebra today?,takin linear algebra today,0
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),oh howda gud gud math en samachara chikku,0
ham,Hey anyway i have to :-),hey anyway,0
ham,Cps is causing the outages to conserve energy.,cps caus outag conserv energi,0
ham,Good morning princess! How are you?,good morn princess,0
ham,Wah lucky man... Then can save money... Hee...,wah lucki man save money hee,0
ham,Long time. You remember me today.,long time rememb today,0
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morn dear great amp success day,0
ham,K still are you loving me.,k still love,0
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,hate turn fun shop trip annoy day everyth would look hous,0
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probabl much fun get messag thought id txt u cos im bore jame fart night,0
ham,Ultimately tor motive tui achieve korli.,ultim tor motiv tui achiev kor,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,u get phone wanna chat set meet call u cum moro luv jane xx call minmoremobsemspobox po wa,1
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nang bakra msg kalstiya tea coffe,0
ham,Hey are you angry with me. Reply me dr.,hey angri repli dr,0
ham,I not free today i haf 2 pick my parents up tonite...,free today haf pick parent tonit,0
ham,What happened in interview?,happen interview,0
ham,Dear i am not denying your words please,dear deni word pleas,0
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,hi yiju regard textbook intro algorithm second edit sell,0
ham,"Sorry, I can't help you on this.",sorri help,0
ham,"Haha awesome, omw back now then",haha awesom omw back,0
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take phone callon friday assum year,0
ham,He telling not to tell any one. If so treat for me hi hi hi,tell tell one treat hi hi hi,0
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,hey babe far spun spk da mo dead da wrld sleep da sofa day,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,decemb mobil mths entitl updat latest colour camera mobil free call mobil updat co free,1
ham,Rats. Hey did u ever vote for the next themes?,rat hey u ever vote next theme,0
ham,I'm coming home 4 dinner.,come home dinner,0
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsm com text stop stopcost p,1
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,stop howev suggest stay someon abl give or everi stool,0
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,horribl gal sch stuff come u got mc,0
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garag centr part exhaust need replac part order n take fix tomo morn,0
ham,Yes da. Any plm at ur office,yes da plm ur offic,0
ham,I liked your new house,like new hous,0
spam,You have 1 new voicemail. Please call 08719181513.,new voicemail pleas call,1
ham,"I'm home, my love ... If your still awake ... *loving kiss*",home love still awak love kiss,0
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goe like friend imma flip shit like half hour,0
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,eat shit wait ur monkey face bitch u asshol,0
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,esplanad mind give lift cos got car today,0
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",pick various point go yeovil motor project hour u take home max easi,0
ham,Dude ive been seeing a lotta corvettes lately,dude ive see lotta corvett late,0
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunni walk citylink faster come hungri,0
ham,K. Did you call me just now ah? ,k call ah,0
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student,0
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx,1
ham,Unlimited texts. Limited minutes.,unlimit text limit minut,0
ham,Man this bus is so so so slow. I think you're gonna get there before me,man bus slow think gonna get,0
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,love come took long leav zaher got word ym happi see sad left miss,0
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,buy blackberri bold torch buy new use let know plus say buy lt gt g wifi ipad say lt gt g,0
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim shop spree call mobstorequiz ppm,1
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap,1
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,go home first lar wait lor put stuff first,0
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,0
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di yiju meet pm esaplanad tonight,0
ham,I can't describe how lucky you are that I'm actually awake by noon,describ lucki actual awak noon,0
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want go hos morow wil cme got dear didnt say time,0
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worri hope photo shoot went well spif fun workag,0
ham,Hey what are you doing. Y no reply pa..,hey repli pa,0
ham,Hi Harish's rent has been transfred to ur Acnt.,hi harish rent transfr ur acnt,0
ham,"Sorry that took so long, omw now",sorri took long omw,0
ham,You will be in the place of that man,place man,0
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great hari,0
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,peopl dog area call join like mind guy arrang even minapn ls bb,0
ham,K...k:)why cant you come here and search job:),k k cant come search job,0
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",forgot work today wanna chat thing ok drop text free bore etc ring hope well nose essay xx,0
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe miiiiiiissssssssss need crave geeee sad without babe love,0
ham,"Aight that'll work, thanks",aight work thank,0
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need town eightish walk carpark,0
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terribl wk good huge back log mark,0
ham,"Nah, I'm a perpetual DD",nah perpetu dd,0
ham,Are you coming to day for class.,come day class,0
ham,You are a big chic. Common. Declare,big chic common declar,0
ham,Actually getting ready to leave the house.,actual get readi leav hous,0
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsenal dartboard good condit doubl trebl,0
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,think go honesti road call bank tomorrow tough decis make us great peopl,0
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss,0
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei decid lor abt leona oop tot ben go n msg,0
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,week cool mob tone readi download week new tone includ crazi frog axel f akon lone black eye dont p info n,1
ham,I'm still pretty weak today .. Bad day ?,still pretti weak today bad day,0
ham,Ok i juz receive..,ok juz receiv,0
ham,S:)but he had some luck.2 catches put down:),luck catch put,0
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,still look job much ta earn,0
ham,Shant disturb u anymore... Jia you...,shant disturb u anymor jia,0
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,got room soon put clock back til shout everyon get realis wahay anoth hour bed,0
ham,Havent shopping now lor i juz arrive only,havent shop lor juz arriv,0
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot ld like know fantast year best read plus realli realli bam first aid usml work done,0
ham,Send to someone else :-),send someon els,0
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",hi jon pete ive bin spain recent hav sum dinero left bill said u ur rent mayb interest hav pes around tb jame,0
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar quit clever aft mani guess lor got ask bring thk darren will go aiya thk leona still attach wat,0
ham,That's y we haf to combine n c how lor...,haf combin n c lor,0
ham,No de.am seeing in online shop so that i asked.,de see onlin shop ask,0
ham,Yes. Last  practice,yes last practic,0
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,0
ham,Will be out of class in a few hours. Sorry,class hour sorri,0
ham,Quite lor. But dun tell him wait he get complacent...,quit lor dun tell wait get complac,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent lt gt mesag today that sorri hurt,0
ham,I had askd u a question some hours before. Its answer,askd u question hour answer,0
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think could swing like hour,0
ham,K. I will sent it again,k sent,0
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad said come home bring us lunch yup go w u lor call u reach school lor,0
ham,"Are you being good, baby? :)",good babi,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve go templ amp church u,0
